339634,2018-03-31 00:00:00,1899-12-30 03:33:44,1899-12-30 03:33:44,"A","START",2018-03-31 00:00:00,1899-12-30 03:33:44
339635,2018-03-31 00:00:00,1899-12-30 05:00:17,1899-12-30 05:00:32,"A","MENU ",2018-03-31 00:00:00,1899-12-30 05:00:32
339636,2018-03-31 00:00:00,1899-12-30 05:27:44,1899-12-30 05:28:42,"A","MENU ",2018-03-31 00:00:00,1899-12-30 05:28:42
339638,2018-03-31 00:00:00,1899-12-30 05:28:52,1899-12-30 05:32:13,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 05:32:13
339639,2018-03-31 00:00:00,1899-12-30 05:47:50,1899-12-30 05:48:36,"A","MENU ",2018-03-31 00:00:00,1899-12-30 05:48:36
339641,2018-03-31 00:00:00,1899-12-30 05:48:45,1899-12-30 05:50:10,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 05:50:10
339643,2018-03-31 00:00:00,1899-12-30 05:48:45,1899-12-30 05:49:25,"A","MENU ",2018-03-31 00:00:00,1899-12-30 05:49:25
339644,2018-03-31 00:00:00,1899-12-30 05:50:15,1899-12-30 05:50:50,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 05:50:50
339645,2018-03-31 00:00:00,1899-12-30 05:51:04,1899-12-30 05:51:57,"A","MENU ",2018-03-31 00:00:00,1899-12-30 05:51:57
339647,2018-03-31 00:00:00,1899-12-30 05:51:58,1899-12-30 05:52:04,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 05:52:04
339648,2018-03-31 00:00:00,1899-12-30 05:52:10,1899-12-30 05:53:36,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 05:53:36
339649,2018-03-31 00:00:00,1899-12-30 06:18:45,1899-12-30 06:19:13,"A","MENU ",2018-03-31 00:00:00,1899-12-30 06:19:13
339651,2018-03-31 00:00:00,1899-12-30 06:19:35,1899-12-30 06:22:04,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 06:22:04
339652,2018-03-31 00:00:00,1899-12-30 06:25:49,1899-12-30 06:27:20,"A","MENU ",2018-03-31 00:00:00,1899-12-30 06:27:20
339654,2018-03-31 00:00:00,1899-12-30 06:27:32,1899-12-30 06:28:45,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 06:28:45
339655,2018-03-31 00:00:00,1899-12-30 06:46:29,1899-12-30 06:47:06,"A","MENU ",2018-03-31 00:00:00,1899-12-30 06:47:06
339657,2018-03-31 00:00:00,1899-12-30 06:47:23,1899-12-30 06:48:24,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 06:48:24
339658,2018-03-31 00:00:00,1899-12-30 06:50:12,1899-12-30 06:50:35,"A","MENU ",2018-03-31 00:00:00,1899-12-30 06:50:35
339660,2018-03-31 00:00:00,1899-12-30 06:50:44,1899-12-30 06:51:43,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 06:51:43
339661,2018-03-31 00:00:00,1899-12-30 06:56:45,1899-12-30 06:57:22,"A","MENU ",2018-03-31 00:00:00,1899-12-30 06:57:22
339663,2018-03-31 00:00:00,1899-12-30 06:57:36,1899-12-30 06:58:36,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 06:58:36
339664,2018-03-31 00:00:00,1899-12-30 07:03:56,1899-12-30 07:04:41,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:04:41
339666,2018-03-31 00:00:00,1899-12-30 07:04:57,1899-12-30 07:07:01,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:07:01
339667,2018-03-31 00:00:00,1899-12-30 07:09:26,1899-12-30 07:09:40,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:09:40
339669,2018-03-31 00:00:00,1899-12-30 07:09:42,1899-12-30 07:10:01,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:10:01
339671,2018-03-31 00:00:00,1899-12-30 07:09:48,1899-12-30 07:10:39,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:10:39
339672,2018-03-31 00:00:00,1899-12-30 07:10:44,1899-12-30 07:11:43,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:11:43
339673,2018-03-31 00:00:00,1899-12-30 07:39:58,1899-12-30 07:40:31,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:40:31
339675,2018-03-31 00:00:00,1899-12-30 07:40:44,1899-12-30 07:41:24,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:41:24
339676,2018-03-31 00:00:00,1899-12-30 07:44:40,1899-12-30 07:45:30,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:45:30
339678,2018-03-31 00:00:00,1899-12-30 07:45:39,1899-12-30 07:47:16,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:47:16
339679,2018-03-31 00:00:00,1899-12-30 07:48:21,1899-12-30 07:48:44,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:48:44
339681,2018-03-31 00:00:00,1899-12-30 07:48:55,1899-12-30 07:49:35,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:49:35
339682,2018-03-31 00:00:00,1899-12-30 07:54:37,1899-12-30 07:55:10,"A","MENU ",2018-03-31 00:00:00,1899-12-30 07:55:10
339684,2018-03-31 00:00:00,1899-12-30 07:55:22,1899-12-30 07:56:28,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 07:56:28
339685,2018-03-31 00:00:00,1899-12-30 08:05:23,1899-12-30 08:06:02,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:06:02
339687,2018-03-31 00:00:00,1899-12-30 08:06:12,1899-12-30 08:06:58,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:06:58
339688,2018-03-31 00:00:00,1899-12-30 08:08:17,1899-12-30 08:09:54,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:09:54
339690,2018-03-31 00:00:00,1899-12-30 08:10:03,1899-12-30 08:11:11,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:11:11
339691,2018-03-31 00:00:00,1899-12-30 08:12:53,1899-12-30 08:13:14,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:13:14
339693,2018-03-31 00:00:00,1899-12-30 08:13:29,1899-12-30 08:16:33,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:16:33
339695,2018-03-31 00:00:00,1899-12-30 08:13:39,1899-12-30 08:14:29,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:14:29
339696,2018-03-31 00:00:00,1899-12-30 08:16:36,1899-12-30 08:17:29,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:17:29
339697,2018-03-31 00:00:00,1899-12-30 08:22:51,1899-12-30 08:23:28,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:23:28
339699,2018-03-31 00:00:00,1899-12-30 08:23:40,1899-12-30 08:24:25,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:24:25
339700,2018-03-31 00:00:00,1899-12-30 08:27:48,1899-12-30 08:28:03,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:28:03
339702,2018-03-31 00:00:00,1899-12-30 08:28:13,1899-12-30 08:29:40,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:29:40
339703,2018-03-31 00:00:00,1899-12-30 08:28:23,1899-12-30 08:28:40,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:28:40
339705,2018-03-31 00:00:00,1899-12-30 08:29:42,1899-12-30 08:30:13,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:30:13
339707,2018-03-31 00:00:00,1899-12-30 08:29:47,1899-12-30 08:30:09,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:30:09
339708,2018-03-31 00:00:00,1899-12-30 08:30:19,1899-12-30 08:31:01,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:31:01
339709,2018-03-31 00:00:00,1899-12-30 08:32:13,1899-12-30 08:32:55,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:32:55
339711,2018-03-31 00:00:00,1899-12-30 08:33:04,1899-12-30 08:34:05,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:34:05
339712,2018-03-31 00:00:00,1899-12-30 08:41:14,1899-12-30 08:42:24,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:42:24
339714,2018-03-31 00:00:00,1899-12-30 08:42:34,1899-12-30 08:43:13,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:43:13
339716,2018-03-31 00:00:00,1899-12-30 08:42:38,1899-12-30 08:44:02,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:44:02
339717,2018-03-31 00:00:00,1899-12-30 08:44:04,1899-12-30 08:44:51,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:44:51
339718,2018-03-31 00:00:00,1899-12-30 08:48:14,1899-12-30 08:48:35,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:48:35
339720,2018-03-31 00:00:00,1899-12-30 08:48:49,1899-12-30 08:49:35,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:49:35
339721,2018-03-31 00:00:00,1899-12-30 08:50:05,1899-12-30 08:50:44,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:50:44
339723,2018-03-31 00:00:00,1899-12-30 08:50:55,1899-12-30 08:51:42,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:51:42
339724,2018-03-31 00:00:00,1899-12-30 08:51:06,1899-12-30 08:51:59,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:51:59
339727,2018-03-31 00:00:00,1899-12-30 08:52:01,1899-12-30 08:52:23,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:52:23
339728,2018-03-31 00:00:00,1899-12-30 08:52:09,1899-12-30 08:53:09,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:53:09
339729,2018-03-31 00:00:00,1899-12-30 08:53:12,1899-12-30 08:53:44,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 08:53:44
339730,2018-03-31 00:00:00,1899-12-30 08:55:08,1899-12-30 08:55:12,"A","MENU ",2018-03-31 00:00:00,1899-12-30 08:55:12
339731,2018-03-31 00:00:00,1899-12-30 08:59:32,1899-12-30 09:00:01,"A","MENU ",2018-03-31 00:00:00,1899-12-30 09:00:01
339733,2018-03-31 00:00:00,1899-12-30 09:00:10,1899-12-30 09:00:52,"A","WIN1 ",2018-03-31 00:00:00,1899-12-30 09:00:52
